Date,Region,Category,Revenue,Cost,Profit
2025-02-12,North,Electronics,12863,8689.88,4173.12
2025-02-12,North,Furniture,8719,5122.23,3596.77
2025-02-12,North,Office Supplies,19382,12641.69,6740.31
2025-02-12,South,Electronics,8756,6391.96,2364.04
2025-02-12,South,Furniture,5094,3563.82,1530.18
2025-02-12,South,Office Supplies,15147,10386.01,4760.99
2025-02-12,East,Electronics,15026,10514.55,4511.45
2025-02-12,East,Furniture,10779,6417.81,4361.19
2025-02-12,East,Office Supplies,19153,12174.24,6978.76
2025-02-12,West,Electronics,16397,10661.54,5735.46
2025-02-12,West,Furniture,5814,3616.21,2197.79
2025-02-12,West,Office Supplies,13554,7974.33,5579.67
2025-02-13,North,Electronics,15380,8993.9,6386.1
2025-02-13,North,Furniture,16473,11578.27,4894.73
2025-02-13,North,Office Supplies,12790,9356.19,3433.81
2025-02-13,South,Electronics,15922,12467.4,3454.6
2025-02-13,South,Furniture,9451,7368.83,2082.17
2025-02-13,South,Office Supplies,16127,8962.67,7164.33
2025-02-13,East,Electronics,5126,3014.78,2111.22
2025-02-13,East,Furniture,13795,8878.58,4916.42
2025-02-13,East,Office Supplies,11024,7232.1,3791.9
2025-02-13,West,Electronics,12196,7025.65,5170.35
2025-02-13,West,Furniture,8368,6538.69,1829.31
2025-02-13,West,Office Supplies,18718,10869.59,7848.41
2025-02-14,North,Electronics,10732,8544.93,2187.07
2025-02-14,North,Furniture,6645,3964.28,2680.72
2025-02-14,North,Office Supplies,8030,6265.09,1764.91
2025-02-14,South,Electronics,6854,4303.36,2550.64
2025-02-14,South,Furniture,11514,8034.69,3479.31
2025-02-14,South,Office Supplies,7708,4970.32,2737.68
2025-02-14,East,Electronics,14524,9205.3,5318.7
2025-02-14,East,Furniture,8507,6354.28,2152.72
2025-02-14,East,Office Supplies,18224,10543.8,7680.2
2025-02-14,West,Electronics,19579,13398.87,6180.13
2025-02-14,West,Furniture,15314,11956.25,3357.75
2025-02-14,West,Office Supplies,13070,8322.17,4747.83
2025-02-15,North,Electronics,13609,10609.76,2999.24
2025-02-15,North,Furniture,11783,7142.28,4640.72
2025-02-15,North,Office Supplies,9971,7759.31,2211.69
2025-02-15,South,Electronics,6205,3686.37,2518.63
2025-02-15,South,Furniture,6990,4133.73,2856.27
2025-02-15,South,Office Supplies,8572,6675.11,1896.89
2025-02-15,East,Electronics,11320,8434.8,2885.2
2025-02-15,East,Furniture,18290,12950.53,5339.47
2025-02-15,East,Office Supplies,15395,9285.81,6109.19
2025-02-15,West,Electronics,16312,9697.63,6614.37
2025-02-15,West,Furniture,18395,12228.03,6166.97
2025-02-15,West,Office Supplies,9243,6041.74,3201.26
2025-02-16,North,Electronics,19811,13546.12,6264.88
2025-02-16,North,Furniture,18671,12613.17,6057.83
2025-02-16,North,Office Supplies,14984,9402.22,5581.78
2025-02-16,South,Electronics,14181,10458.35,3722.65
2025-02-16,South,Furniture,13058,9792.79,3265.21
2025-02-16,South,Office Supplies,16581,9969.91,6611.09
2025-02-16,East,Electronics,15524,10963.73,4560.27
2025-02-16,East,Furniture,14692,9814.5,4877.5
2025-02-16,East,Office Supplies,16687,11628.56,5058.44
2025-02-16,West,Electronics,5768,4290.71,1477.29
2025-02-16,West,Furniture,16249,11067.15,5181.85
2025-02-16,West,Office Supplies,10083,6758.35,3324.65
2025-02-17,North,Electronics,16485,11373.17,5111.83
2025-02-17,North,Furniture,9926,5714.85,4211.15
2025-02-17,North,Office Supplies,8335,6380.0,1955.0
2025-02-17,South,Electronics,13038,9626.11,3411.89
2025-02-17,South,Furniture,9873,6098.42,3774.58
2025-02-17,South,Office Supplies,15093,10288.06,4804.94
2025-02-17,East,Electronics,17256,9600.32,7655.68
2025-02-17,East,Furniture,12643,9608.01,3034.99
2025-02-17,East,Office Supplies,8462,6048.05,2413.95
2025-02-17,West,Electronics,5832,4012.01,1819.99
2025-02-17,West,Furniture,10954,6657.5,4296.5
2025-02-17,West,Office Supplies,15682,10606.94,5075.06
2025-02-18,North,Electronics,13519,7787.31,5731.69
2025-02-18,North,Furniture,8310,5753.52,2556.48
2025-02-18,North,Office Supplies,12218,8713.71,3504.29
2025-02-18,South,Electronics,8054,5881.06,2172.94
2025-02-18,South,Furniture,12970,7921.99,5048.01
2025-02-18,South,Office Supplies,14503,11079.19,3423.81
2025-02-18,East,Electronics,7538,5960.01,1577.99
2025-02-18,East,Furniture,10619,7614.05,3004.95
2025-02-18,East,Office Supplies,11612,7566.36,4045.64
2025-02-18,West,Electronics,5822,4506.72,1315.28
2025-02-18,West,Furniture,11150,7897.66,3252.34
2025-02-18,West,Office Supplies,7198,5485.11,1712.89
2025-02-19,North,Electronics,8695,5176.65,3518.35
2025-02-19,North,Furniture,18859,13403.68,5455.32
2025-02-19,North,Office Supplies,9177,7095.36,2081.64
2025-02-19,South,Electronics,11852,7531.4,4320.6
2025-02-19,South,Furniture,9841,7442.52,2398.48
2025-02-19,South,Office Supplies,17994,12552.14,5441.86
2025-02-19,East,Electronics,9491,7190.99,2300.01
2025-02-19,East,Furniture,5804,3786.26,2017.74
2025-02-19,East,Office Supplies,19045,12201.93,6843.07
2025-02-19,West,Electronics,18364,11452.09,6911.91
2025-02-19,West,Furniture,10619,8427.63,2191.37
2025-02-19,West,Office Supplies,6387,3736.58,2650.42
2025-02-20,North,Electronics,15953,11030.61,4922.39
2025-02-20,North,Furniture,7106,5497.47,1608.53
2025-02-20,North,Office Supplies,9223,5492.54,3730.46
2025-02-20,South,Electronics,17145,9526.06,7618.94
2025-02-20,South,Furniture,7573,5569.35,2003.65
2025-02-20,South,Office Supplies,9033,6398.7,2634.3
2025-02-20,East,Electronics,16622,10048.1,6573.9
2025-02-20,East,Furniture,6301,4780.77,1520.23
2025-02-20,East,Office Supplies,7051,4111.22,2939.78
2025-02-20,West,Electronics,15268,9052.7,6215.3
2025-02-20,West,Furniture,16990,12246.32,4743.68
2025-02-20,West,Office Supplies,11981,9328.1,2652.9
2025-02-21,North,Electronics,17116,12901.42,4214.58
2025-02-21,North,Furniture,13232,8184.17,5047.83
2025-02-21,North,Office Supplies,12184,7935.59,4248.41
2025-02-21,South,Electronics,12141,9196.02,2944.98
2025-02-21,South,Furniture,6622,3818.54,2803.46
2025-02-21,South,Office Supplies,5341,3120.33,2220.67
2025-02-21,East,Electronics,12992,8011.19,4980.81
2025-02-21,East,Furniture,18018,12600.95,5417.05
2025-02-21,East,Office Supplies,19603,13884.31,5718.69
2025-02-21,West,Electronics,13646,9461.09,4184.91
2025-02-21,West,Furniture,16664,10909.8,5754.2
2025-02-21,West,Office Supplies,12643,9390.31,3252.69
2025-02-22,North,Electronics,8629,4847.27,3781.73
2025-02-22,North,Furniture,8067,6370.16,1696.84
2025-02-22,North,Office Supplies,16968,9683.63,7284.37
2025-02-22,South,Electronics,16555,12296.17,4258.83
2025-02-22,South,Furniture,9124,5906.18,3217.82
2025-02-22,South,Office Supplies,10415,6866.59,3548.41
2025-02-22,East,Electronics,11819,8625.05,3193.95
2025-02-22,East,Furniture,16046,11273.94,4772.06
2025-02-22,East,Office Supplies,6333,4236.86,2096.14
2025-02-22,West,Electronics,11766,9277.75,2488.25
2025-02-22,West,Furniture,17693,12971.5,4721.5
2025-02-22,West,Office Supplies,10408,6426.71,3981.29
2025-02-23,North,Electronics,13942,8582.22,5359.78
2025-02-23,North,Furniture,6762,5141.71,1620.29
2025-02-23,North,Office Supplies,17112,11535.05,5576.95
2025-02-23,South,Electronics,17652,10391.17,7260.83
2025-02-23,South,Furniture,19536,14509.94,5026.06
2025-02-23,South,Office Supplies,6524,4149.89,2374.11
2025-02-23,East,Electronics,7343,5375.42,1967.58
2025-02-23,East,Furniture,6240,4531.68,1708.32
2025-02-23,East,Office Supplies,6639,4373.15,2265.85
2025-02-23,West,Electronics,18350,10440.84,7909.16
2025-02-23,West,Furniture,16761,12568.3,4192.7
2025-02-23,West,Office Supplies,13363,10582.49,2780.51
2025-02-24,North,Electronics,9197,6415.44,2781.56
2025-02-24,North,Furniture,7322,4602.97,2719.03
2025-02-24,North,Office Supplies,9090,7185.87,1904.13
2025-02-24,South,Electronics,10136,7982.7,2153.3
2025-02-24,South,Furniture,17086,11624.04,5461.96
2025-02-24,South,Office Supplies,9107,6242.62,2864.38
2025-02-24,East,Electronics,13407,9915.79,3491.21
2025-02-24,East,Furniture,17254,12968.8,4285.2
2025-02-24,East,Office Supplies,6750,4934.42,1815.58
2025-02-24,West,Electronics,12119,9238.3,2880.7
2025-02-24,West,Furniture,11609,7805.38,3803.62
2025-02-24,West,Office Supplies,16918,12236.68,4681.32
2025-02-25,North,Electronics,13680,10752.68,2927.32
2025-02-25,North,Furniture,13238,7427.07,5810.93
2025-02-25,North,Office Supplies,18327,14319.11,4007.89
2025-02-25,South,Electronics,17182,11837.57,5344.43
2025-02-25,South,Furniture,8157,6353.26,1803.74
2025-02-25,South,Office Supplies,17045,9888.33,7156.67
2025-02-25,East,Electronics,12686,7920.34,4765.66
2025-02-25,East,Furniture,13007,10311.49,2695.51
2025-02-25,East,Office Supplies,18014,13489.52,4524.48
2025-02-25,West,Electronics,8294,6349.15,1944.85
2025-02-25,West,Furniture,14126,9376.64,4749.36
2025-02-25,West,Office Supplies,6466,4896.24,1569.76
2025-02-26,North,Electronics,10392,7404.73,2987.27
2025-02-26,North,Furniture,8223,4995.49,3227.51
2025-02-26,North,Office Supplies,19523,13085.59,6437.41
2025-02-26,South,Electronics,5130,3714.49,1415.51
2025-02-26,South,Furniture,7983,5270.84,2712.16
2025-02-26,South,Office Supplies,12126,6867.43,5258.57
2025-02-26,East,Electronics,12694,9533.12,3160.88
2025-02-26,East,Furniture,16779,12545.34,4233.66
2025-02-26,East,Office Supplies,5920,4348.03,1571.97
2025-02-26,West,Electronics,17303,11362.95,5940.05
2025-02-26,West,Furniture,14323,8711.82,5611.18
2025-02-26,West,Office Supplies,13502,8985.39,4516.61
2025-02-27,North,Electronics,5545,3079.23,2465.77
2025-02-27,North,Furniture,18046,10762.06,7283.94
2025-02-27,North,Office Supplies,18585,14584.89,4000.11
2025-02-27,South,Electronics,8810,4999.74,3810.26
2025-02-27,South,Furniture,14005,8930.68,5074.32
2025-02-27,South,Office Supplies,18245,10438.62,7806.38
2025-02-27,East,Electronics,17605,11794.8,5810.2
2025-02-27,East,Furniture,17984,12502.28,5481.72
2025-02-27,East,Office Supplies,6771,5389.86,1381.14
2025-02-27,West,Electronics,9361,5363.15,3997.85
2025-02-27,West,Furniture,13190,8643.92,4546.08
2025-02-27,West,Office Supplies,17676,12957.71,4718.29
2025-02-28,North,Electronics,8760,5059.94,3700.06
2025-02-28,North,Furniture,6165,3848.51,2316.49
2025-02-28,North,Office Supplies,7033,4389.13,2643.87
2025-02-28,South,Electronics,19269,13435.83,5833.17
2025-02-28,South,Furniture,13623,7553.52,6069.48
2025-02-28,South,Office Supplies,13173,7393.68,5779.32
2025-02-28,East,Electronics,9494,6133.9,3360.1
2025-02-28,East,Furniture,12511,7270.26,5240.74
2025-02-28,East,Office Supplies,15426,12147.83,3278.17
2025-02-28,West,Electronics,15300,9405.61,5894.39
2025-02-28,West,Furniture,9805,7800.69,2004.31
2025-02-28,West,Office Supplies,12486,9816.28,2669.72
2025-03-01,North,Electronics,13202,10243.84,2958.16
2025-03-01,North,Furniture,19561,11575.39,7985.61
2025-03-01,North,Office Supplies,19899,11267.74,8631.26
2025-03-01,South,Electronics,18895,14845.48,4049.52
2025-03-01,South,Furniture,10429,7320.47,3108.53
2025-03-01,South,Office Supplies,8564,4967.85,3596.15
2025-03-01,East,Electronics,12274,7292.38,4981.62
2025-03-01,East,Furniture,7265,4062.46,3202.54
2025-03-01,East,Office Supplies,15745,11728.39,4016.61
2025-03-01,West,Electronics,8845,6635.45,2209.55
2025-03-01,West,Furniture,13245,10493.69,2751.31
2025-03-01,West,Office Supplies,7736,5257.12,2478.88
2025-03-02,North,Electronics,18331,14641.46,3689.54
2025-03-02,North,Furniture,14788,9095.48,5692.52
2025-03-02,North,Office Supplies,7466,5521.55,1944.45
2025-03-02,South,Electronics,15301,12226.78,3074.22
2025-03-02,South,Furniture,13194,9947.73,3246.27
2025-03-02,South,Office Supplies,17261,12181.68,5079.32
2025-03-02,East,Electronics,5892,4031.56,1860.44
2025-03-02,East,Furniture,15568,12045.43,3522.57
2025-03-02,East,Office Supplies,6380,3654.92,2725.08
2025-03-02,West,Electronics,6640,4301.34,2338.66
2025-03-02,West,Furniture,15874,9244.68,6629.32
2025-03-02,West,Office Supplies,6218,4905.46,1312.54
2025-03-03,North,Electronics,14547,8129.67,6417.33
2025-03-03,North,Furniture,18774,13401.08,5372.92
2025-03-03,North,Office Supplies,14610,8353.22,6256.78
2025-03-03,South,Electronics,14175,8691.58,5483.42
2025-03-03,South,Furniture,9133,5616.23,3516.77
2025-03-03,South,Office Supplies,8972,5044.02,3927.98
2025-03-03,East,Electronics,14105,8043.54,6061.46
2025-03-03,East,Furniture,16579,9572.17,7006.83
2025-03-03,East,Office Supplies,13987,7959.06,6027.94
2025-03-03,West,Electronics,17880,10108.98,7771.02
2025-03-03,West,Furniture,14516,9727.85,4788.15
2025-03-03,West,Office Supplies,7396,5743.94,1652.06
2025-03-04,North,Electronics,18634,11868.97,6765.03
2025-03-04,North,Furniture,19177,13154.36,6022.64
2025-03-04,North,Office Supplies,15188,9367.31,5820.69
2025-03-04,South,Electronics,14477,9848.92,4628.08
2025-03-04,South,Furniture,7383,5275.99,2107.01
2025-03-04,South,Office Supplies,19688,11602.83,8085.17
2025-03-04,East,Electronics,6704,4247.0,2457.0
2025-03-04,East,Furniture,7604,5508.09,2095.91
2025-03-04,East,Office Supplies,18481,10653.53,7827.47
2025-03-04,West,Electronics,8738,6450.21,2287.79
2025-03-04,West,Furniture,11150,8590.06,2559.94
2025-03-04,West,Office Supplies,5556,4266.79,1289.21
2025-03-05,North,Electronics,10150,7678.01,2471.99
2025-03-05,North,Furniture,12561,9483.39,3077.61
2025-03-05,North,Office Supplies,16700,12289.15,4410.85
2025-03-05,South,Electronics,8998,4951.42,4046.58
2025-03-05,South,Furniture,16521,12523.47,3997.53
2025-03-05,South,Office Supplies,15204,9345.47,5858.53
2025-03-05,East,Electronics,15177,9436.44,5740.56
2025-03-05,East,Furniture,16309,10300.9,6008.1
2025-03-05,East,Office Supplies,18544,13128.29,5415.71
2025-03-05,West,Electronics,12009,8508.39,3500.61
2025-03-05,West,Furniture,19700,14675.74,5024.26
2025-03-05,West,Office Supplies,10445,6484.63,3960.37
2025-03-06,North,Electronics,16718,11457.12,5260.88
2025-03-06,North,Furniture,14439,10974.08,3464.92
2025-03-06,North,Office Supplies,6435,4556.98,1878.02
2025-03-06,South,Electronics,14437,10660.64,3776.36
2025-03-06,South,Furniture,5277,4138.79,1138.21
2025-03-06,South,Office Supplies,6887,5115.07,1771.93
2025-03-06,East,Electronics,12491,7809.88,4681.12
2025-03-06,East,Furniture,6040,4486.19,1553.81
2025-03-06,East,Office Supplies,19736,13727.23,6008.77
2025-03-06,West,Electronics,7752,4375.85,3376.15
2025-03-06,West,Furniture,16383,9198.0,7185.0
2025-03-06,West,Office Supplies,7353,5864.29,1488.71
2025-03-07,North,Electronics,5686,4504.56,1181.44
2025-03-07,North,Furniture,16939,12058.76,4880.24
2025-03-07,North,Office Supplies,10043,7427.46,2615.54
2025-03-07,South,Electronics,10126,5735.43,4390.57
2025-03-07,South,Furniture,16296,10281.19,6014.81
2025-03-07,South,Office Supplies,19414,14651.68,4762.32
2025-03-07,East,Electronics,15698,11315.49,4382.51
2025-03-07,East,Furniture,16801,9908.13,6892.87
2025-03-07,East,Office Supplies,18025,14407.04,3617.96
2025-03-07,West,Electronics,19288,11101.18,8186.82
2025-03-07,West,Furniture,5038,3434.69,1603.31
2025-03-07,West,Office Supplies,7844,5674.51,2169.49
2025-03-08,North,Electronics,12027,9140.36,2886.64
2025-03-08,North,Furniture,18998,13680.93,5317.07
2025-03-08,North,Office Supplies,8093,4716.87,3376.13
2025-03-08,South,Electronics,8778,6914.57,1863.43
2025-03-08,South,Furniture,16703,10991.97,5711.03
2025-03-08,South,Office Supplies,9116,7086.61,2029.39
2025-03-08,East,Electronics,18156,12884.07,5271.93
2025-03-08,East,Furniture,6682,4133.18,2548.82
2025-03-08,East,Office Supplies,18698,11742.12,6955.88
2025-03-08,West,Electronics,17857,13812.83,4044.17
2025-03-08,West,Furniture,8598,6332.08,2265.92
2025-03-08,West,Office Supplies,15047,11541.51,3505.49
2025-03-09,North,Electronics,5791,3718.58,2072.42
2025-03-09,North,Furniture,10390,6939.31,3450.69
2025-03-09,North,Office Supplies,8610,6819.54,1790.46
2025-03-09,South,Electronics,11573,6954.51,4618.49
2025-03-09,South,Furniture,8676,6456.24,2219.76
2025-03-09,South,Office Supplies,13782,9143.3,4638.7
2025-03-09,East,Electronics,8633,6390.63,2242.37
2025-03-09,East,Furniture,19722,14775.71,4946.29
2025-03-09,East,Office Supplies,11059,6172.38,4886.62
2025-03-09,West,Electronics,17091,13533.98,3557.02
2025-03-09,West,Furniture,12725,8468.8,4256.2
2025-03-09,West,Office Supplies,15445,10805.04,4639.96
2025-03-10,North,Electronics,17157,12376.91,4780.09
2025-03-10,North,Furniture,6763,4663.79,2099.21
2025-03-10,North,Office Supplies,14208,8385.65,5822.35
2025-03-10,South,Electronics,10109,6383.65,3725.35
2025-03-10,South,Furniture,7433,5570.21,1862.79
2025-03-10,South,Office Supplies,13586,10815.65,2770.35
2025-03-10,East,Electronics,15960,8824.37,7135.63
2025-03-10,East,Furniture,13465,9696.34,3768.66
2025-03-10,East,Office Supplies,17625,11808.48,5816.52
2025-03-10,West,Electronics,17894,13071.06,4822.94
2025-03-10,West,Furniture,11154,8072.66,3081.34
2025-03-10,West,Office Supplies,7043,5246.77,1796.23
2025-03-11,North,Electronics,18703,13673.23,5029.77
2025-03-11,North,Furniture,8762,5048.95,3713.05
2025-03-11,North,Office Supplies,15640,9003.92,6636.08
2025-03-11,South,Electronics,8117,4753.51,3363.49
2025-03-11,South,Furniture,13783,9242.73,4540.27
2025-03-11,South,Office Supplies,19427,14096.55,5330.45
2025-03-11,East,Electronics,13905,10344.64,3560.36
2025-03-11,East,Furniture,17529,11071.59,6457.41
2025-03-11,East,Office Supplies,5001,3418.49,1582.51
2025-03-11,West,Electronics,19056,12151.19,6904.81
2025-03-11,West,Furniture,11732,6683.07,5048.93
2025-03-11,West,Office Supplies,5917,3730.81,2186.19
2025-03-12,North,Electronics,12014,7210.98,4803.02
2025-03-12,North,Furniture,15361,11523.0,3838.0
2025-03-12,North,Office Supplies,8041,4505.34,3535.66
2025-03-12,South,Electronics,13619,7846.48,5772.52
2025-03-12,South,Furniture,11090,6443.9,4646.1
2025-03-12,South,Office Supplies,5634,3143.19,2490.81
2025-03-12,East,Electronics,11917,8391.37,3525.63
2025-03-12,East,Furniture,15462,10596.48,4865.52
2025-03-12,East,Office Supplies,13907,10676.99,3230.01
2025-03-12,West,Electronics,14905,10527.79,4377.21
2025-03-12,West,Furniture,14299,9077.9,5221.1
2025-03-12,West,Office Supplies,13442,9020.92,4421.08
2025-03-13,North,Electronics,5458,4222.88,1235.12
2025-03-13,North,Furniture,5899,4125.58,1773.42
2025-03-13,North,Office Supplies,5021,3329.32,1691.68
2025-03-13,South,Electronics,5514,3088.88,2425.12
2025-03-13,South,Furniture,12867,9430.19,3436.81
2025-03-13,South,Office Supplies,18258,13350.37,4907.63
2025-03-13,East,Electronics,12179,7450.82,4728.18
2025-03-13,East,Furniture,16148,10816.25,5331.75
2025-03-13,East,Office Supplies,6266,3789.7,2476.3
2025-03-13,West,Electronics,8638,5766.26,2871.74
2025-03-13,West,Furniture,9780,5824.28,3955.72
2025-03-13,West,Office Supplies,16894,11123.24,5770.76
2025-03-14,North,Electronics,15527,10473.72,5053.28
2025-03-14,North,Furniture,8665,4810.94,3854.06
2025-03-14,North,Office Supplies,5661,3583.86,2077.14
2025-03-14,South,Electronics,13503,10717.31,2785.69
2025-03-14,South,Furniture,16163,9695.95,6467.05
2025-03-14,South,Office Supplies,17322,10482.24,6839.76
2025-03-14,East,Electronics,11078,6656.71,4421.29
2025-03-14,East,Furniture,14094,9381.75,4712.25
2025-03-14,East,Office Supplies,12005,9486.29,2518.71
2025-03-14,West,Electronics,15169,11159.48,4009.52
2025-03-14,West,Furniture,13595,9614.26,3980.74
2025-03-14,West,Office Supplies,15971,10265.52,5705.48
2025-03-15,North,Electronics,11675,7894.77,3780.23
2025-03-15,North,Furniture,6712,4554.09,2157.91
2025-03-15,North,Office Supplies,11563,6444.62,5118.38
2025-03-15,South,Electronics,10631,7458.15,3172.85
2025-03-15,South,Furniture,15574,12072.58,3501.42
2025-03-15,South,Office Supplies,14989,10698.43,4290.57
2025-03-15,East,Electronics,18042,12594.9,5447.1
2025-03-15,East,Furniture,14461,9251.97,5209.03
2025-03-15,East,Office Supplies,8714,6149.83,2564.17
2025-03-15,West,Electronics,16815,12762.58,4052.42
2025-03-15,West,Furniture,12904,7521.64,5382.36
2025-03-15,West,Office Supplies,8591,5595.55,2995.45
2025-03-16,North,Electronics,17765,10568.77,7196.23
2025-03-16,North,Furniture,14131,9089.23,5041.77
2025-03-16,North,Office Supplies,5001,2976.82,2024.18
2025-03-16,South,Electronics,17197,11574.78,5622.22
2025-03-16,South,Furniture,7365,4230.08,3134.92
2025-03-16,South,Office Supplies,17668,11684.31,5983.69
2025-03-16,East,Electronics,9599,6669.9,2929.1
2025-03-16,East,Furniture,8155,5694.13,2460.87
2025-03-16,East,Office Supplies,18125,12923.68,5201.32
2025-03-16,West,Electronics,17120,13565.08,3554.92
2025-03-16,West,Furniture,7113,5437.86,1675.14
2025-03-16,West,Office Supplies,9356,5906.42,3449.58
2025-03-17,North,Electronics,10543,7376.71,3166.29
2025-03-17,North,Furniture,17588,10715.61,6872.39
2025-03-17,North,Office Supplies,11430,6961.01,4468.99
2025-03-17,South,Electronics,16970,11208.79,5761.21
2025-03-17,South,Furniture,15831,10764.19,5066.81
2025-03-17,South,Office Supplies,10897,7816.94,3080.06
2025-03-17,East,Electronics,8432,5545.91,2886.09
2025-03-17,East,Furniture,10895,7673.2,3221.8
2025-03-17,East,Office Supplies,11656,7146.67,4509.33
2025-03-17,West,Electronics,12029,7120.02,4908.98
2025-03-17,West,Furniture,8192,5745.74,2446.26
2025-03-17,West,Office Supplies,7734,5537.17,2196.83
2025-03-18,North,Electronics,15404,11482.87,3921.13
2025-03-18,North,Furniture,14847,11156.3,3690.7
2025-03-18,North,Office Supplies,7203,5517.89,1685.11
2025-03-18,South,Electronics,6925,4165.11,2759.89
2025-03-18,South,Furniture,5956,3326.71,2629.29
2025-03-18,South,Office Supplies,15573,8787.4,6785.6
2025-03-18,East,Electronics,19846,12062.06,7783.94
2025-03-18,East,Furniture,5281,2956.49,2324.51
2025-03-18,East,Office Supplies,11262,6826.75,4435.25
2025-03-18,West,Electronics,15724,12319.26,3404.74
2025-03-18,West,Furniture,11980,6898.41,5081.59
2025-03-18,West,Office Supplies,6229,4497.66,1731.34
2025-03-19,North,Electronics,13467,10728.59,2738.41
2025-03-19,North,Furniture,6239,4501.39,1737.61
2025-03-19,North,Office Supplies,5125,4038.26,1086.74
2025-03-19,South,Electronics,12473,9894.51,2578.49
2025-03-19,South,Furniture,10342,6345.4,3996.6
2025-03-19,South,Office Supplies,11570,7777.49,3792.51
2025-03-19,East,Electronics,12595,8603.16,3991.84
2025-03-19,East,Furniture,11294,6296.33,4997.67
2025-03-19,East,Office Supplies,17595,12776.96,4818.04
2025-03-19,West,Electronics,15985,11720.6,4264.4
2025-03-19,West,Furniture,12175,9648.42,2526.58
2025-03-19,West,Office Supplies,13320,9759.66,3560.34
2025-03-20,North,Electronics,11812,7806.99,4005.01
2025-03-20,North,Furniture,9612,7601.52,2010.48
2025-03-20,North,Office Supplies,6198,4482.12,1715.88
2025-03-20,South,Electronics,19646,15611.85,4034.15
2025-03-20,South,Furniture,15666,11292.24,4373.76
2025-03-20,South,Office Supplies,11257,6878.44,4378.56
2025-03-20,East,Electronics,12705,9747.61,2957.39
2025-03-20,East,Furniture,17144,9559.44,7584.56
2025-03-20,East,Office Supplies,15055,11274.35,3780.65
2025-03-20,West,Electronics,19275,13861.2,5413.8
2025-03-20,West,Furniture,18598,13292.39,5305.61
2025-03-20,West,Office Supplies,8124,5822.82,2301.18
2025-03-21,North,Electronics,15600,8995.71,6604.29
2025-03-21,North,Furniture,8291,4890.21,3400.79
2025-03-21,North,Office Supplies,5703,3205.39,2497.61
2025-03-21,South,Electronics,10704,8205.79,2498.21
2025-03-21,South,Furniture,10208,7836.56,2371.44
2025-03-21,South,Office Supplies,15824,9061.15,6762.85
2025-03-21,East,Electronics,8230,6045.86,2184.14
2025-03-21,East,Furniture,14539,10360.9,4178.1
2025-03-21,East,Office Supplies,8173,5163.36,3009.64
2025-03-21,West,Electronics,14829,9780.36,5048.64
2025-03-21,West,Furniture,8553,6334.11,2218.89
2025-03-21,West,Office Supplies,6000,3775.79,2224.21
2025-03-22,North,Electronics,6388,4819.48,1568.52
2025-03-22,North,Furniture,6367,3974.39,2392.61
2025-03-22,North,Office Supplies,5454,3007.55,2446.45
2025-03-22,South,Electronics,8726,6174.1,2551.9
2025-03-22,South,Furniture,17281,11216.12,6064.88
2025-03-22,South,Office Supplies,14108,9101.14,5006.86
2025-03-22,East,Electronics,19940,13203.74,6736.26
2025-03-22,East,Furniture,17592,12075.53,5516.47
2025-03-22,East,Office Supplies,19626,11909.4,7716.6
2025-03-22,West,Electronics,19297,13445.48,5851.52
2025-03-22,West,Furniture,16207,11621.28,4585.72
2025-03-22,West,Office Supplies,16081,11897.3,4183.7
2025-03-23,North,Electronics,17040,10989.89,6050.11
2025-03-23,North,Furniture,17057,13438.69,3618.31
2025-03-23,North,Office Supplies,18761,12566.03,6194.97
2025-03-23,South,Electronics,19964,15041.71,4922.29
2025-03-23,South,Furniture,9760,6295.68,3464.32
2025-03-23,South,Office Supplies,9399,6532.71,2866.29
2025-03-23,East,Electronics,16563,11083.53,5479.47
2025-03-23,East,Furniture,13234,9809.32,3424.68
2025-03-23,East,Office Supplies,10445,7695.03,2749.97
2025-03-23,West,Electronics,15603,12308.91,3294.09
2025-03-23,West,Furniture,14196,10726.47,3469.53
2025-03-23,West,Office Supplies,19954,11012.43,8941.57
2025-03-24,North,Electronics,15030,8534.34,6495.66
2025-03-24,North,Furniture,11542,7050.67,4491.33
2025-03-24,North,Office Supplies,13906,8969.63,4936.37
2025-03-24,South,Electronics,17611,13800.14,3810.86
2025-03-24,South,Furniture,17757,10630.04,7126.96
2025-03-24,South,Office Supplies,18645,12519.52,6125.48
2025-03-24,East,Electronics,12151,8272.05,3878.95
2025-03-24,East,Furniture,15733,9861.8,5871.2
2025-03-24,East,Office Supplies,11894,8124.38,3769.62
2025-03-24,West,Electronics,18959,11902.97,7056.03
2025-03-24,West,Furniture,10539,7687.24,2851.76
2025-03-24,West,Office Supplies,17289,10687.3,6601.7
2025-03-25,North,Electronics,11787,8908.54,2878.46
2025-03-25,North,Furniture,9445,5622.49,3822.51
2025-03-25,North,Office Supplies,16371,9746.63,6624.37
2025-03-25,South,Electronics,12052,7184.75,4867.25
2025-03-25,South,Furniture,12102,6979.46,5122.54
2025-03-25,South,Office Supplies,13105,7814.6,5290.4
2025-03-25,East,Electronics,10047,7944.48,2102.52
2025-03-25,East,Furniture,14667,8386.0,6281.0
2025-03-25,East,Office Supplies,15037,10338.79,4698.21
2025-03-25,West,Electronics,10495,7153.65,3341.35
2025-03-25,West,Furniture,19894,15673.5,4220.5
2025-03-25,West,Office Supplies,12285,8338.98,3946.02
2025-03-26,North,Electronics,14435,8762.33,5672.67
